Ensembl Gene ID	Multiple?	% Identity with respect to Human gene	Hs Gene	HS Description	First	Ensembl Gene ID
T21E12.4	0	55	DYNC1H1	"dynein, cytoplasmic 1, heavy chain 1 [Source:HGNC Symbol;Acc:2961]"	1	T21E12.4
T21E3.1	1	18	PTPN5	"protein tyrosine phosphatase, non-receptor type 5 (striatum-enriched) [Source:HGNC Symbol;Acc:9657]"	1	T21E3.1
T21E3.1	1	19	PTPN7	"protein tyrosine phosphatase, non-receptor type 7 [Source:HGNC Symbol;Acc:9659]"	1	T21E3.1
T21E3.1	1	15	PTPRR	"protein tyrosine phosphatase, receptor type, R [Source:HGNC Symbol;Acc:9680]"	1	T21E3.1
T21E3.3	1	27	LRP1	low density lipoprotein receptor-related protein 1 [Source:HGNC Symbol;Acc:6692]	1	T21E3.3
T21E3.3	1	26	LRP1B	low density lipoprotein receptor-related protein 1B [Source:HGNC Symbol;Acc:6693]	1	T21E3.3
T21F4.1	0	16	AGMAT	agmatine ureohydrolase (agmatinase) [Source:HGNC Symbol;Acc:18407]	1	T21F4.1
T21G5.3	0	32	DDX4	DEAD (Asp-Glu-Ala-Asp) box polypeptide 4 [Source:HGNC Symbol;Acc:18700]	1	T21G5.3
T21G5.5	0	42	QKI	"QKI, KH domain containing, RNA binding [Source:HGNC Symbol;Acc:21100]"	1	T21G5.5
T21H3.2	1	13	C6orf138	chromosome 6 open reading frame 138 [Source:HGNC Symbol;Acc:21345]	1	T21H3.2
T21H3.2	1	14	PTCHD1	patched domain containing 1 [Source:HGNC Symbol;Acc:26392]	1	T21H3.2
T21H3.2	1	14	PTCHD3	patched domain containing 3 [Source:HGNC Symbol;Acc:24776]	1	T21H3.2
T21H3.3	1	97	CALM1	"calmodulin 1 (phosphorylase kinase, delta) [Source:HGNC Symbol;Acc:1442]"	1	T21H3.3
T21H3.3	1	98	CALM2	"calmodulin 2 (phosphorylase kinase, delta) [Source:HGNC Symbol;Acc:1445]"	1	T21H3.3
T21H3.3	1	98	CALM3	"calmodulin 3 (phosphorylase kinase, delta) [Source:HGNC Symbol;Acc:1449]"	1	T21H3.3
T21H3.3	1	85	CALML3	calmodulin-like 3 [Source:HGNC Symbol;Acc:1452]	1	T21H3.3
T21H8.1	1	23	PPFIBP1	"PTPRF interacting protein, binding protein 1 (liprin beta 1) [Source:HGNC Symbol;Acc:9249]"	1	T21H8.1
T21H8.1	1	25	PPFIBP2	"PTPRF interacting protein, binding protein 2 (liprin beta 2) [Source:HGNC Symbol;Acc:9250]"	1	T21H8.1
T22A3.2	1	19	CRYAA	"crystallin, alpha A [Source:HGNC Symbol;Acc:2388]"	1	T22A3.2
T22A3.2	1	22	CRYAB	"crystallin, alpha B [Source:HGNC Symbol;Acc:2389]"	1	T22A3.2
T22A3.2	1	17	HSPB1	heat shock 27kDa protein 1 [Source:HGNC Symbol;Acc:5246]	1	T22A3.2
T22A3.2	1	16	HSPB2-C11orf52	HSPB2-C11orf52 readthrough (non-protein coding) [Source:HGNC Symbol;Acc:41996]	1	T22A3.2
T22A3.2	1	16	HSPB2.1	Heat shock protein beta-2 [Source:UniProtKB/Swiss-Prot;Acc:Q16082]	1	T22A3.2
T22A3.2	1	16	HSPB3	heat shock 27kDa protein 3 [Source:HGNC Symbol;Acc:5248]	1	T22A3.2
T22A3.2	1	25	HSPB6	"heat shock protein, alpha-crystallin-related, B6 [Source:HGNC Symbol;Acc:26511]"	1	T22A3.2
T22A3.2	1	12	HSPB8	heat shock 22kDa protein 8 [Source:HGNC Symbol;Acc:30171]	1	T22A3.2
T22A3.4	1	16	SMYD1	SET and MYND domain containing 1 [Source:HGNC Symbol;Acc:20986]	1	T22A3.4
T22A3.4	1	17	SMYD2	SET and MYND domain containing 2 [Source:HGNC Symbol;Acc:20982]	1	T22A3.4
T22A3.4	1	21	SMYD3	SET and MYND domain containing 3 [Source:HGNC Symbol;Acc:15513]	1	T22A3.4
T22A3.5	0	22	DGCR8	DiGeorge syndrome critical region gene 8 [Source:HGNC Symbol;Acc:2847]	1	T22A3.5
T22A3.8	1	30	LAMA1	"laminin, alpha 1 [Source:HGNC Symbol;Acc:6481]"	1	T22A3.8
T22A3.8	1	30	LAMA2	"laminin, alpha 2 [Source:HGNC Symbol;Acc:6482]"	1	T22A3.8
T22B11.2	0	17	C1GALT1C1	C1GALT1-specific chaperone 1 [Source:HGNC Symbol;Acc:24338]	1	T22B11.2
T22B11.5	1	55	OGDH	oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide) [Source:HGNC Symbol;Acc:8124]	1	T22B11.5
T22B11.5	1	55	OGDHL	oxoglutarate dehydrogenase-like [Source:HGNC Symbol;Acc:25590]	1	T22B11.5
T22B2.4	1	46	RBM24	RNA binding motif protein 24 [Source:HGNC Symbol;Acc:21539]	1	T22B2.4
T22B2.4	1	44	RBM38	RNA binding motif protein 38 [Source:HGNC Symbol;Acc:15818]	1	T22B2.4
T22B7.1	1	13	SOX11	SRY (sex determining region Y)-box 11 [Source:HGNC Symbol;Acc:11191]	1	T22B7.1
T22B7.1	1	17	SOX12	SRY (sex determining region Y)-box 12 [Source:HGNC Symbol;Acc:11198]	1	T22B7.1
T22B7.1	1	21	SOX13	SRY (sex determining region Y)-box 13 [Source:HGNC Symbol;Acc:11192]	1	T22B7.1
T22B7.1	1	19	SOX15	SRY (sex determining region Y)-box 15 [Source:HGNC Symbol;Acc:11196]	1	T22B7.1
T22B7.1	1	12	SOX4	SRY (sex determining region Y)-box 4 [Source:HGNC Symbol;Acc:11200]	1	T22B7.1
T22B7.1	1	19	SOX5	SRY (sex determining region Y)-box 5 [Source:HGNC Symbol;Acc:11201]	1	T22B7.1
T22B7.1	1	17	SOX6	SRY (sex determining region Y)-box 6 [Source:HGNC Symbol;Acc:16421]	1	T22B7.1
T22B7.4	1	25	CCDC101	coiled-coil domain containing 101 [Source:HGNC Symbol;Acc:25156]	1	T22B7.4
T22B7.4	1	6	RP11-345J4.3.1	Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F8VVB4]	1	T22B7.4
T22B7.4	1	6	RP11-347C12.3.1	Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F8VWA3]	1	T22B7.4
T22B7.7	1	22	ACOT9	acyl-CoA thioesterase 9 [Source:HGNC Symbol;Acc:17152]	1	T22B7.7
T22C1.1	1	34	RP11-371E8.4.1	Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G3V3P5]	1	T22C1.1
T22C1.1	1	26	UBR7	ubiquitin protein ligase E3 component n-recognin 7 (putative) [Source:HGNC Symbol;Acc:20344]	1	T22C1.1
T22C1.10	0	20	RAB3GAP2	RAB3 GTPase activating protein subunit 2 (non-catalytic) [Source:HGNC Symbol;Acc:17168]	1	T22C1.10
T22C1.3	0	26	PIGU	"phosphatidylinositol glycan anchor biosynthesis, class U [Source:HGNC Symbol;Acc:15791]"	1	T22C1.3
T22C1.4	0	26	CHTF8	"CTF8, chromosome transmission fidelity factor 8 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:24353]"	1	T22C1.4
T22C1.6	1	4	CYorf15A.1	Putative gamma-taxilin 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9BZA5]	1	T22C1.6
T22C1.6	1	16	CYorf15B.1	Putative gamma-taxilin-like protein CYorf15B [Source:UniProtKB/Swiss-Prot;Acc:Q9BZA4]	1	T22C1.6
T22C1.6	1	16	TXLNA	taxilin alpha [Source:HGNC Symbol;Acc:30685]	1	T22C1.6
T22C1.6	1	14	TXLNB	taxilin beta [Source:HGNC Symbol;Acc:21617]	1	T22C1.6
T22C1.6	1	16	TXLNG	taxilin gamma [Source:HGNC Symbol;Acc:18578]	1	T22C1.6
T22C1.7	1	4	ALS2	amyotrophic lateral sclerosis 2 (juvenile) [Source:HGNC Symbol;Acc:443]	1	T22C1.7
T22C1.7	1	8	ALS2CL	ALS2 C-terminal like [Source:HGNC Symbol;Acc:20605]	1	T22C1.7
T22C1.7	1	38	JPH1	junctophilin 1 [Source:HGNC Symbol;Acc:14201]	1	T22C1.7
T22C1.7	1	34	JPH2	junctophilin 2 [Source:HGNC Symbol;Acc:14202]	1	T22C1.7
T22C1.7	1	34	JPH3	junctophilin 3 [Source:HGNC Symbol;Acc:14203]	1	T22C1.7
T22C1.7	1	34	JPH4	junctophilin 4 [Source:HGNC Symbol;Acc:20156]	1	T22C1.7
T22C1.7	1	29	MORN4	MORN repeat containing 4 [Source:HGNC Symbol;Acc:24001]	1	T22C1.7
T22C1.8	1	21	PTPN1	"protein tyrosine phosphatase, non-receptor type 1 [Source:HGNC Symbol;Acc:9642]"	1	T22C1.8
T22C1.8	1	20	PTPN2	"protein tyrosine phosphatase, non-receptor type 2 [Source:HGNC Symbol;Acc:9650]"	1	T22C1.8
T22C1.8	1	15	PTPN9	"protein tyrosine phosphatase, non-receptor type 9 [Source:HGNC Symbol;Acc:9661]"	1	T22C1.8
T22C8.2	1	27	HYAL1	hyaluronoglucosaminidase 1 [Source:HGNC Symbol;Acc:5320]	1	T22C8.2
T22C8.2	1	25	HYAL2	hyaluronoglucosaminidase 2 [Source:HGNC Symbol;Acc:5321]	1	T22C8.2
T22C8.2	1	27	HYAL3	hyaluronoglucosaminidase 3 [Source:HGNC Symbol;Acc:5322]	1	T22C8.2
T22C8.2	1	25	HYAL4	hyaluronoglucosaminidase 4 [Source:HGNC Symbol;Acc:5323]	1	T22C8.2
T22C8.2	1	24	SPAM1	"sperm adhesion molecule 1 (PH-20 hyaluronidase, zona pellucida binding) [Source:HGNC Symbol;Acc:11217]"	1	T22C8.2
T22C8.8	1	14	AC091167.2	Putative PERP-like protein [Source:UniProtKB/Swiss-Prot;Acc:A6NN79]	1	T22C8.8
T22C8.8	1	17	PERP	"PERP, TP53 apoptosis effector [Source:HGNC Symbol;Acc:17637]"	1	T22C8.8
T22C8.8	1	25	TMEM47	transmembrane protein 47 [Source:HGNC Symbol;Acc:18515]	1	T22C8.8
T22D1.10	0	57	RUVBL2	RuvB-like 2 (E. coli) [Source:HGNC Symbol;Acc:10475]	1	T22D1.10
T22D1.12	1	22	NPY1R	neuropeptide Y receptor Y1 [Source:HGNC Symbol;Acc:7956]	1	T22D1.12
T22D1.12	1	20	NPY2R	neuropeptide Y receptor Y2 [Source:HGNC Symbol;Acc:7957]	1	T22D1.12
T22D1.12	1	19	NPY5R	neuropeptide Y receptor Y5 [Source:HGNC Symbol;Acc:7958]	1	T22D1.12
T22D1.12	1	22	PPYR1	pancreatic polypeptide receptor 1 [Source:HGNC Symbol;Acc:9329]	1	T22D1.12
T22D1.2	1	9	PRB1	proline-rich protein BstNI subfamily 1 [Source:HGNC Symbol;Acc:9337]	1	T22D1.2
T22D1.2	1	6	PRB2	proline-rich protein BstNI subfamily 2 [Source:HGNC Symbol;Acc:9338]	1	T22D1.2
T22D1.2	1	8	PRB4	proline-rich protein BstNI subfamily 4 [Source:HGNC Symbol;Acc:9340]	1	T22D1.2
T22D1.2	1	7	PRH1	proline-rich protein HaeIII subfamily 1 [Source:HGNC Symbol;Acc:9366]	1	T22D1.2
T22D1.2	1	7	PRH2	proline-rich protein HaeIII subfamily 2 [Source:HGNC Symbol;Acc:9367]	1	T22D1.2
T22D1.4	0	38	RPN1	ribophorin I [Source:HGNC Symbol;Acc:10381]	1	T22D1.4
T22D1.9	0	54	PSMD2	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 2 [Source:HGNC Symbol;Acc:9559]"	1	T22D1.9
T22D2.1	1	15	KANK1	KN motif and ankyrin repeat domains 1 [Source:HGNC Symbol;Acc:19309]	1	T22D2.1
T22D2.1	1	22	KANK2	KN motif and ankyrin repeat domains 2 [Source:HGNC Symbol;Acc:29300]	1	T22D2.1
T22D2.1	1	20	KANK3	KN motif and ankyrin repeat domains 3 [Source:HGNC Symbol;Acc:24796]	1	T22D2.1
T22D2.1	1	17	KANK4	KN motif and ankyrin repeat domains 4 [Source:HGNC Symbol;Acc:27263]	1	T22D2.1
T22E5.2	1	41	SLC1A3	"solute carrier family 1 (glial high affinity glutamate transporter), member 3 [Source:HGNC Symbol;Acc:10941]"	1	T22E5.2
T22E5.2	1	33	SLC1A4	"solute carrier family 1 (glutamate/neutral amino acid transporter), member 4 [Source:HGNC Symbol;Acc:10942]"	1	T22E5.2
T22E5.2	1	31	SLC1A5	"solute carrier family 1 (neutral amino acid transporter), member 5 [Source:HGNC Symbol;Acc:10943]"	1	T22E5.2
T22E5.2	1	38	SLC1A6	"solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6 [Source:HGNC Symbol;Acc:10944]"	1	T22E5.2
T22E5.2	1	36	SLC1A7	"solute carrier family 1 (glutamate transporter), member 7 [Source:HGNC Symbol;Acc:10945]"	1	T22E5.2
T22E5.5	1	24	TNNT1	"troponin T type 1 (skeletal, slow) [Source:HGNC Symbol;Acc:11948]"	1	T22E5.5
T22E5.5	1	22	TNNT2	troponin T type 2 (cardiac) [Source:HGNC Symbol;Acc:11949]	1	T22E5.5
T22E5.5	1	23	TNNT3	"troponin T type 3 (skeletal, fast) [Source:HGNC Symbol;Acc:11950]"	1	T22E5.5
T22E7.2	1	11	ZDHHC1	"zinc finger, DHHC-type containing 1 [Source:HGNC Symbol;Acc:17916]"	1	T22E7.2
T22E7.2	1	12	ZDHHC11	"zinc finger, DHHC-type containing 11 [Source:HGNC Symbol;Acc:19158]"	1	T22E7.2
T22E7.2	1	13	ZDHHC11B	"zinc finger, DHHC-type containing 11B [Source:HGNC Symbol;Acc:32962]"	1	T22E7.2
T22E7.2	1	14	ZDHHC4	"zinc finger, DHHC-type containing 4 [Source:HGNC Symbol;Acc:18471]"	1	T22E7.2
T22F3.3	1	65	PYGB	"phosphorylase, glycogen; brain [Source:HGNC Symbol;Acc:9723]"	1	T22F3.3
T22F3.3	1	66	PYGL	"phosphorylase, glycogen, liver [Source:HGNC Symbol;Acc:9725]"	1	T22F3.3
T22F3.3	1	67	PYGM	"phosphorylase, glycogen, muscle [Source:HGNC Symbol;Acc:9726]"	1	T22F3.3
T22F3.4	1	78	RPL11	ribosomal protein L11 [Source:HGNC Symbol;Acc:10301]	1	T22F3.4
T22G5.1	0	22	GDE1	glycerophosphodiester phosphodiesterase 1 [Source:HGNC Symbol;Acc:29644]	1	T22G5.1
T22G5.2	1	39	CRABP1	cellular retinoic acid binding protein 1 [Source:HGNC Symbol;Acc:2338]	1	T22G5.2
T22G5.2	1	37	CRABP2	cellular retinoic acid binding protein 2 [Source:HGNC Symbol;Acc:2339]	1	T22G5.2
T22G5.2	1	29	FABP2	"fatty acid binding protein 2, intestinal [Source:HGNC Symbol;Acc:3556]"	1	T22G5.2
T22G5.2	1	22	RBP1	"retinol binding protein 1, cellular [Source:HGNC Symbol;Acc:9919]"	1	T22G5.2
T22G5.2	1	32	RBP2	"retinol binding protein 2, cellular [Source:HGNC Symbol;Acc:9920]"	1	T22G5.2
T22G5.2	1	28	RBP5	"retinol binding protein 5, cellular [Source:HGNC Symbol;Acc:15847]"	1	T22G5.2
T22G5.2	1	33	RBP7	"retinol binding protein 7, cellular [Source:HGNC Symbol;Acc:30316]"	1	T22G5.2
T22G5.5	1	41	SPTLC2	"serine palmitoyltransferase, long chain base subunit 2 [Source:HGNC Symbol;Acc:11278]"	1	T22G5.5
T22G5.5	1	39	SPTLC3	"serine palmitoyltransferase, long chain base subunit 3 [Source:HGNC Symbol;Acc:16253]"	1	T22G5.5
T22G5.6	1	34	CRABP1	cellular retinoic acid binding protein 1 [Source:HGNC Symbol;Acc:2338]	1	T22G5.6
T22G5.6	1	36	CRABP2	cellular retinoic acid binding protein 2 [Source:HGNC Symbol;Acc:2339]	1	T22G5.6
T22G5.6	1	26	FABP2	"fatty acid binding protein 2, intestinal [Source:HGNC Symbol;Acc:3556]"	1	T22G5.6
T22G5.6	1	23	RBP1	"retinol binding protein 1, cellular [Source:HGNC Symbol;Acc:9919]"	1	T22G5.6
T22G5.6	1	30	RBP2	"retinol binding protein 2, cellular [Source:HGNC Symbol;Acc:9920]"	1	T22G5.6
T22G5.6	1	27	RBP5	"retinol binding protein 5, cellular [Source:HGNC Symbol;Acc:15847]"	1	T22G5.6
T22G5.6	1	29	RBP7	"retinol binding protein 7, cellular [Source:HGNC Symbol;Acc:30316]"	1	T22G5.6
T22H2.6	0	19	GRN	granulin [Source:HGNC Symbol;Acc:4601]	1	T22H2.6
T22H6.2	0	51	ALDH18A1	"aldehyde dehydrogenase 18 family, member A1 [Source:HGNC Symbol;Acc:9722]"	1	T22H6.2
T22H6.6	1	12	BBX	bobby sox homolog (Drosophila) [Source:HGNC Symbol;Acc:14422]	1	T22H6.6
T22H6.6	1	12	CIC	capicua homolog (Drosophila) [Source:HGNC Symbol;Acc:14214]	1	T22H6.6
T22H9.1	0	25	RRP36	ribosomal RNA processing 36 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:21374]	1	T22H9.1
T22H9.2	1	28	ATG9A	ATG9 autophagy related 9 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:22408]	1	T22H9.2
T23B12.2	0	39	MRPL4	mitochondrial ribosomal protein L4 [Source:HGNC Symbol;Acc:14276]	1	T23B12.2
T23B12.3	0	31	MRPS2	mitochondrial ribosomal protein S2 [Source:HGNC Symbol;Acc:14495]	1	T23B12.3
T23B12.4	0	26	NAA35	"N(alpha)-acetyltransferase 35, NatC auxiliary subunit [Source:HGNC Symbol;Acc:24340]"	1	T23B12.4
T23B12.6	1	37	KCTD3	potassium channel tetramerisation domain containing 3 [Source:HGNC Symbol;Acc:21305]	1	T23B12.6
T23B12.6	1	40	SHKBP1	SH3KBP1 binding protein 1 [Source:HGNC Symbol;Acc:19214]	1	T23B12.6
T23B12.7	0	25	DNAJC17	"DnaJ (Hsp40) homolog, subfamily C, member 17 [Source:HGNC Symbol;Acc:25556]"	1	T23B12.7
T23B3.3	1	9	FAM82A1	"family with sequence similarity 82, member A1 [Source:HGNC Symbol;Acc:26567]"	1	T23B3.3
T23B3.3	1	10	FAM82A2	"family with sequence similarity 82, member A2 [Source:HGNC Symbol;Acc:25550]"	1	T23B3.3
T23B3.4	1	22	CCKAR	cholecystokinin A receptor [Source:HGNC Symbol;Acc:1570]	1	T23B3.4
T23B3.4	1	21	CCKBR	cholecystokinin B receptor [Source:HGNC Symbol;Acc:1571]	1	T23B3.4
T23B5.4	0	22	C12orf65	chromosome 12 open reading frame 65 [Source:HGNC Symbol;Acc:26784]	1	T23B5.4
T23D8.1	1	18	FRZB	frizzled-related protein [Source:HGNC Symbol;Acc:3959]	1	T23D8.1
T23D8.1	1	18	SFRP4	secreted frizzled-related protein 4 [Source:HGNC Symbol;Acc:10778]	1	T23D8.1
T23D8.1	1	12	SMO	"smoothened, frizzled family receptor [Source:HGNC Symbol;Acc:11119]"	1	T23D8.1
T23D8.2	1	17	CD37	CD37 molecule [Source:HGNC Symbol;Acc:1666]	1	T23D8.2
T23D8.2	1	26	CD53	CD53 molecule [Source:HGNC Symbol;Acc:1686]	1	T23D8.2
T23D8.2	1	20	CD82	CD82 molecule [Source:HGNC Symbol;Acc:6210]	1	T23D8.2
T23D8.2	1	29	TSPAN4	tetraspanin 4 [Source:HGNC Symbol;Acc:11859]	1	T23D8.2
T23D8.2	1	28	TSPAN9	tetraspanin 9 [Source:HGNC Symbol;Acc:21640]	1	T23D8.2
T23D8.3	0	29	LTV1	LTV1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:21173]	1	T23D8.3
T23D8.4	1	43	EIF3C	"eukaryotic translation initiation factor 3, subunit C [Source:HGNC Symbol;Acc:3279]"	1	T23D8.4
T23D8.4	1	43	EIF3CL	"eukaryotic translation initiation factor 3, subunit C-like [Source:HGNC Symbol;Acc:26347]"	1	T23D8.4
T23D8.5	1	99	HIST1H4C	"histone cluster 1, H4c [Source:HGNC Symbol;Acc:4787]"	1	T23D8.5
T23D8.5	1	84	HIST1H4G	"histone cluster 1, H4g [Source:HGNC Symbol;Acc:4792]"	1	T23D8.5
T23D8.6	0	76	H2AFX	"H2A histone family, member X [Source:HGNC Symbol;Acc:4739]"	1	T23D8.6
T23D8.8	1	25	ARID3A	AT rich interactive domain 3A (BRIGHT-like) [Source:HGNC Symbol;Acc:3031]	1	T23D8.8
T23D8.8	1	26	ARID3B	AT rich interactive domain 3B (BRIGHT-like) [Source:HGNC Symbol;Acc:14350]	1	T23D8.8
T23D8.8	1	30	ARID3C	AT rich interactive domain 3C (BRIGHT-like) [Source:HGNC Symbol;Acc:21209]	1	T23D8.8
T23F1.7	1	25	DPP10	dipeptidyl-peptidase 10 (non-functional) [Source:HGNC Symbol;Acc:20823]	1	T23F1.7
T23F1.7	1	23	DPP4	dipeptidyl-peptidase 4 [Source:HGNC Symbol;Acc:3009]	1	T23F1.7
T23F1.7	1	22	DPP6	dipeptidyl-peptidase 6 [Source:HGNC Symbol;Acc:3010]	1	T23F1.7
T23F1.7	1	23	FAP	"fibroblast activation protein, alpha [Source:HGNC Symbol;Acc:3590]"	1	T23F1.7
T23F11.3	1	35	CDK5R1	"cyclin-dependent kinase 5, regulatory subunit 1 (p35) [Source:HGNC Symbol;Acc:1775]"	1	T23F11.3
T23F11.3	1	30	CDK5R2	"cyclin-dependent kinase 5, regulatory subunit 2 (p39) [Source:HGNC Symbol;Acc:1776]"	1	T23F11.3
T23F6.4	0	36	RBM19	RNA binding motif protein 19 [Source:HGNC Symbol;Acc:29098]	1	T23F6.4
T23G11.2	0	41	GNPNAT1	glucosamine-phosphate N-acetyltransferase 1 [Source:HGNC Symbol;Acc:19980]	1	T23G11.2
T23G11.4	0	28	C9orf78	chromosome 9 open reading frame 78 [Source:HGNC Symbol;Acc:24932]	1	T23G11.4
T23G11.6	0	14	VASN	vasorin [Source:HGNC Symbol;Acc:18517]	1	T23G11.6
T23G5.1	0	73	RRM1	ribonucleotide reductase M1 [Source:HGNC Symbol;Acc:10451]	1	T23G5.1
T23G5.2	1	47	SEC14L1	SEC14-like 1 (S. cerevisiae) [Source:HGNC Symbol;Acc:10698]	1	T23G5.2
T23G5.2	1	46	SEC14L5	SEC14-like 5 (S. cerevisiae) [Source:HGNC Symbol;Acc:29032]	1	T23G5.2
T23G5.5	0	38	SLC6A4	"solute carrier family 6 (neurotransmitter transporter, serotonin), member 4 [Source:HGNC Symbol;Acc:11050]"	1	T23G5.5
T23G5.6	0	23	DNTTIP1	"deoxynucleotidyltransferase, terminal, interacting protein 1 [Source:HGNC Symbol;Acc:16160]"	1	T23G5.6
T23G7.1	1	32	TFDP1	transcription factor Dp-1 [Source:HGNC Symbol;Acc:11749]	1	T23G7.1
T23G7.1	1	35	TFDP2	transcription factor Dp-2 (E2F dimerization partner 2) [Source:HGNC Symbol;Acc:11751]	1	T23G7.1
T23G7.1	1	28	TFDP3	"transcription factor Dp family, member 3 [Source:HGNC Symbol;Acc:24603]"	1	T23G7.1
T23G7.2	0	25	TMPPE	transmembrane protein with metallophosphoesterase domain [Source:HGNC Symbol;Acc:33865]	1	T23G7.2
T23G7.3	0	29	PINX1	"PIN2/TERF1 interacting, telomerase inhibitor 1 [Source:HGNC Symbol;Acc:30046]"	1	T23G7.3
T23G7.4	0	26	EXOC2	exocyst complex component 2 [Source:HGNC Symbol;Acc:24968]	1	T23G7.4
T23G7.5	0	23	DUSP11	dual specificity phosphatase 11 (RNA/RNP complex 1-interacting) [Source:HGNC Symbol;Acc:3066]	1	T23G7.5
T23H2.1	1	24	NUP210	nucleoporin 210kDa [Source:HGNC Symbol;Acc:30052]	1	T23H2.1
T23H2.1	1	23	NUP210L	nucleoporin 210kDa-like [Source:HGNC Symbol;Acc:29915]	1	T23H2.1
T23H2.2	1	30	SYT11	synaptotagmin XI [Source:HGNC Symbol;Acc:19239]	1	T23H2.2
T23H2.2	1	31	SYT4	synaptotagmin IV [Source:HGNC Symbol;Acc:11512]	1	T23H2.2
T23H2.5	0	73	RAB10	"RAB10, member RAS oncogene family [Source:HGNC Symbol;Acc:9759]"	1	T23H2.5
T23H4.2	1	31	HNF4A	"hepatocyte nuclear factor 4, alpha [Source:HGNC Symbol;Acc:5024]"	1	T23H4.2
T23H4.2	1	32	HNF4G	"hepatocyte nuclear factor 4, gamma [Source:HGNC Symbol;Acc:5026]"	1	T23H4.2
T24A11.1	1	17	MTMR3	myotubularin related protein 3 [Source:HGNC Symbol;Acc:7451]	1	T24A11.1
T24A11.1	1	16	MTMR4	myotubularin related protein 4 [Source:HGNC Symbol;Acc:7452]	1	T24A11.1
T24B1.1	0	22	GOLGA5	golgin A5 [Source:HGNC Symbol;Acc:4428]	1	T24B1.1
T24B8.1	1	56	RPL32	ribosomal protein L32 [Source:HGNC Symbol;Acc:10336]	1	T24B8.1
T24B8.2	0	23	CHMP7	charged multivesicular body protein 7 [Source:HGNC Symbol;Acc:28439]	1	T24B8.2
T24B8.6	1	17	ASCL1	achaete-scute complex homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:738]	1	T24B8.6
T24B8.6	1	19	ASCL2	achaete-scute complex homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:739]	1	T24B8.6
T24B8.7	1	16	USP24	ubiquitin specific peptidase 24 [Source:HGNC Symbol;Acc:12623]	1	T24B8.7
T24B8.7	1	10	USP34	ubiquitin specific peptidase 34 [Source:HGNC Symbol;Acc:20066]	1	T24B8.7
T24B8.7	1	15	USP9X	"ubiquitin specific peptidase 9, X-linked [Source:HGNC Symbol;Acc:12632]"	1	T24B8.7
T24B8.7	1	14	USP9Y	"ubiquitin specific peptidase 9, Y-linked [Source:HGNC Symbol;Acc:12633]"	1	T24B8.7
T24C12.2	1	17	RASA2	RAS p21 protein activator 2 [Source:HGNC Symbol;Acc:9872]	1	T24C12.2
T24C12.2	1	18	RASA3	RAS p21 protein activator 3 [Source:HGNC Symbol;Acc:20331]	1	T24C12.2
T24C12.2	1	17	RASA4	RAS p21 protein activator 4 [Source:HGNC Symbol;Acc:23181]	1	T24C12.2
T24C12.2	1	17	RASA4B	RAS p21 protein activator 4B [Source:HGNC Symbol;Acc:35202]	1	T24C12.2
T24C12.2	1	18	RASAL1	RAS protein activator like 1 (GAP1 like) [Source:HGNC Symbol;Acc:9873]	1	T24C12.2
T24C4.1	0	25	UQCRC2	ubiquinol-cytochrome c reductase core protein II [Source:HGNC Symbol;Acc:12586]	1	T24C4.1
T24C4.5	0	27	PRIM1	"primase, DNA, polypeptide 1 (49kDa) [Source:HGNC Symbol;Acc:9369]"	1	T24C4.5
T24C4.6	0	32	ZER1	zer-1 homolog (C. elegans) [Source:HGNC Symbol;Acc:30960]	1	T24C4.6
T24D1.1	1	34	CHSY1	chondroitin sulfate synthase 1 [Source:HGNC Symbol;Acc:17198]	1	T24D1.1
T24D1.1	1	31	CHSY3	chondroitin sulfate synthase 3 [Source:HGNC Symbol;Acc:24293]	1	T24D1.1
T24D1.4	1	28	ALG10	"asparagine-linked glycosylation 10, alpha-1,2-glucosyltransferase homolog (S. pombe) [Source:HGNC Symbol;Acc:23162]"	1	T24D1.4
T24D1.4	1	27	ALG10B	"asparagine-linked glycosylation 10, alpha-1,2-glucosyltransferase homolog B (yeast) [Source:HGNC Symbol;Acc:31088]"	1	T24D1.4
T24D11.1	1	24	EVI5	ecotropic viral integration site 5 [Source:HGNC Symbol;Acc:3501]	1	T24D11.1
T24D11.1	1	24	EVI5L	ecotropic viral integration site 5-like [Source:HGNC Symbol;Acc:30464]	1	T24D11.1
T24D8.1	1	29	GLRA1	"glycine receptor, alpha 1 [Source:HGNC Symbol;Acc:4326]"	1	T24D8.1
T24D8.1	1	29	GLRA2	"glycine receptor, alpha 2 [Source:HGNC Symbol;Acc:4327]"	1	T24D8.1
